#timestamp,x,y,z,qw,qx,qy,qz
1403636580.838555648,1.3183898417423734e-16,6.661338147750939e-16,-8.881784197001252e-16,0.9999999999999999,-0.0,-1.1102230246251565e-16,1.1102230246251565e-16
1403636580.843555328,0.00011355169895962275,-0.003708968287879255,-0.0013796994655494998,0.9999995221430917,0.0007693813374378976,0.0005297697026882542,-0.0002882880644967074
1403636580.848555520,0.00022957822181380455,-0.007437282284722624,-0.002756895433186024,0.9999980314002049,0.0015528816190994678,0.0010817711349292436,-0.0005962596773915844
1403636580.853555456,0.0003519843563726671,-0.011175980994252876,-0.004133747829072831,0.9999954266276911,0.0023451882484271267,0.0016619319498712981,-0.000940637005175008
1403636580.858555648,0.0004793022901081398,-0.014920283782408061,-0.005507904648750284,0.9999916477330499,0.0031361290239943465,0.002271843753105629,-0.0013068606834187272
1403636580.863555328,0.0006081305495305098,-0.018664590502017964,-0.006882766140195784,0.9999866944998302,0.00392504004234656,0.002899584026251678,-0.0016725120159368576
1403636580.868555520,0.0007357068106035522,-0.02240595957596936,-0.00825995255399814,0.9999805775933279,0.004711652812111226,0.0035373301407803925,-0.0020327467544493908
1403636580.873555456,0.0008591854654098827,-0.02613955315417993,-0.009641005942716774,0.9999733690627808,0.005491013357724626,0.004169609257051787,-0.0023925501415433576
1403636580.878555648,0.0009773544966997436,-0.029863383510204233,-0.011024944088831035,0.9999650771940836,0.006268005941112754,0.004792001791679823,-0.002755578447639572
1403636580.883555328,0.0010867403701033673,-0.03357474519969328,-0.012413534327979647,0.9999557553473695,0.007040568029095939,0.005401742901924189,-0.003120724774844805
1403636580.888555520,0.0011859409777263685,-0.03727712454746013,-0.01380610697115614,0.9999455020520212,0.007807961230379116,0.005990948003133267,-0.003483849792959439
1403636580.893555456,0.0012738309892518368,-0.04097249200633035,-0.015204342128666504,0.9999344193569435,0.008570165788118858,0.006558987308227682,-0.0038326138791605307
1403636580.898555392,0.0013454111107544173,-0.04466570750180554,-0.016607393256473202,0.9999226483774547,0.009330538447027859,0.007099054735412724,-0.004152316939850928
1403636580.903555328,0.001400564656494345,-0.04835896340833701,-0.01801495448950874,0.9999103332728291,0.010091820826412773,0.007600262726461415,-0.004440334797799318
1403636580.908555520,0.0014387374322991572,-0.05205688452803292,-0.0194299834566678,0.9998977359735002,0.010847107239168863,0.008054874305282178,-0.004687948329154327
1403636580.913555456,0.001459461997930095,-0.05576151339297675,-0.020849977174487222,0.9998849171809318,0.011606746011561316,0.00845677382127552,-0.0048906868270269565
1403636580.918555392,0.001465264624006625,-0.0594719323020918,-0.02227473341259323,0.9998718814987388,0.012372394681562001,0.008808542256053431,-0.005055098548904724
1403636580.923555584,0.0014588640737039707,-0.06318458326010079,-0.023701414903317897,0.9998585212017228,0.013143092206479957,0.009120876805842726,-0.0051967599375513955
1403636580.928555520,0.001443403200285777,-0.06689430552569808,-0.025131259602550138,0.9998446114339399,0.013928062435461947,0.00939850529794617,-0.005331994136578526
1403636580.933555712,0.0014186988120271082,-0.07059531860156332,-0.026562304427590888,0.9998301344232935,0.014719778640187791,0.009652067663752706,-0.005465162915884526
1403636580.938555392,0.001386828248259267,-0.07428149671564,-0.027993147907113602,0.9998152024322322,0.01550266360326255,0.009892001654751237,-0.005601491753198731
1403636580.943555584,0.0013511764605890278,-0.07794653065307999,-0.02942507127915306,0.9997997891224013,0.01628249854566738,0.010111848219036323,-0.005745645090568673
1403636580.948555520,0.001311862041042229,-0.08158863667849103,-0.03085969628527696,0.9997837956700999,0.017062406952824048,0.010313603542176364,-0.0059047240781646805
1403636580.953555456,0.001271657405361816,-0.08520590836710684,-0.03229749884834998,0.9997673890863853,0.017827769152237317,0.010499637499157721,-0.006090646832040304
1403636580.958555392,0.0012339767692187559,-0.08879621240891389,-0.03373671187177596,0.9997505913876689,0.018573595444936537,0.010677771590272833,-0.006305693151452752
1403636580.963555584,0.0012004985168130936,-0.09235782152314154,-0.03517622422051048,0.9997332565571482,0.01930249961685443,0.010856470012730601,-0.006554868499344581
1403636580.968555520,0.001172187093809035,-0.09589374976013665,-0.036612169311529996,0.9997154556413963,0.020018276565141258,0.011034180218768452,-0.006820793353912361
1403636580.973555456,0.001144904943490413,-0.09940827614840075,-0.03804539624007219,0.9996973504854847,0.020733250044145248,0.011192727853581719,-0.007075494195050359
1403636580.978555392,0.0011168901005644064,-0.10290427756151854,-0.03947639140279957,0.9996792555282488,0.02144990078533516,0.011318305122634542,-0.007292721846883967
1403636580.983555584,0.001083474534621369,-0.10637996460258625,-0.04090553502829053,0.9996614737505735,0.022163105335834397,0.011403759361750643,-0.007462501800607954
1403636580.988555520,0.0010412647939830044,-0.10983423785935154,-0.0423318512376305,0.9996438396516578,0.022880707350683465,0.011441709331104888,-0.007599629280779616
1403636580.993555456,0.0009903973539144226,-0.1132639177503485,-0.043751888155860286,0.9996261940761639,0.023602636613381956,0.011442612137405939,-0.007710660748116874
1403636580.998555392,0.0009282721874836822,-0.11667085131145694,-0.04516637143694435,0.9996089673387657,0.02431349343557772,0.011407663967810122,-0.007786633141625159
1403636581.003555584,0.0008561518901248136,-0.1200566189436334,-0.046576809180939094,0.9995924339378566,0.025004533493923172,0.011342156911696488,-0.007816315982172835
1403636581.008555520,0.0007756718131209511,-0.12342118751653697,-0.04798019124292985,0.9995765398497661,0.025677648583333032,0.011257663532327045,-0.007788732694896353
1403636581.013555456,0.0006861851879769107,-0.1267653167977134,-0.049374485796466416,0.999561282734488,0.026334296794587864,0.01115996734831326,-0.0076942835471384705
1403636581.018555392,0.0005905571315483957,-0.1300935166355892,-0.05075913084083705,0.9995463817152009,0.026982841050264404,0.01105613020674856,-0.007531206660145496
1403636581.023555584,0.0004907153169507253,-0.1334081720679361,-0.052134415619240926,0.9995310058265481,0.02764549077146624,0.010949865767972522,-0.00732090643557374
1403636581.028555520,0.00038947839211182084,-0.13670731369084566,-0.05350169227005619,0.9995145909912212,0.028331293970971522,0.010840701186009105,-0.007099251747762667
1403636581.033555456,0.00028996907660275295,-0.1399879371476409,-0.05486244133356344,0.9994970647546696,0.029029377057252302,0.010733297205943071,-0.0069071807241694325
1403636581.038555392,0.00019847560633610983,-0.14324664676633514,-0.05621895091288476,0.9994783480494701,0.02973548019487348,0.010630081051391516,-0.006770108915219334
1403636581.043555584,0.00011913292808327092,-0.14647899008554677,-0.0575696426523411,0.9994585379167857,0.030439809430893545,0.010538386904481722,-0.0067075620387089885
1403636581.048555520,5.393369805686832e-05,-0.14968358879138055,-0.05891425083759305,0.9994383097566192,0.031121590119945135,0.010462089703024091,-0.006712398847195221
1403636581.053555456,3.921496604331054e-06,-0.1528631812273249,-0.06025572058009665,0.9994180104202782,0.031777363812190616,0.010404095079427522,-0.006752362719659881
1403636581.058555648,-3.057640672745471e-05,-0.1560210542497511,-0.0615900937670526,0.9993973149849303,0.0324206339800334,0.010366216477317503,-0.00681548598341671
1403636581.063555584,-5.070168642194034e-05,-0.15915688898932046,-0.06291711414412404,0.9993761675619109,0.03305472702394737,0.010348797451411929,-0.006896602203199676
1403636581.068555520,-6.080212331814605e-05,-0.16226979645071826,-0.06423791132093548,0.9993546524848916,0.033680654476525296,0.010343085416814946,-0.006993758281127508
1403636581.073555456,-6.287308356638793e-05,-0.16536290906654338,-0.06554938546668687,0.9993322565767826,0.03431816080893738,0.010340735138299917,-0.007097464381487148
1403636581.078555648,-5.936225241593568e-05,-0.16843674405060804,-0.06684976164661016,0.9993088601430669,0.03497044483536256,0.010353658732758175,-0.007188308453779321
1403636581.083555584,-5.311983579618651e-05,-0.17149144087820578,-0.06813715705281354,0.9992853419306852,0.0356182502369106,0.010380036998005382,-0.007238817890687965
1403636581.088555520,0.00020190548231305977,-0.1749158102693713,-0.06879154272730581,0.9992618747496306,0.03626360291735148,0.010416209094798123,-0.0072221439614180835
1403636581.093555456,0.00021834650353830254,-0.1779599909291938,-0.07001243717124783,0.9992388157267448,0.03690269564822525,0.010462785166144517,-0.007107061662512872
1403636581.098555648,0.00022990132433668709,-0.18099017628113345,-0.07121633284812656,0.9992156795847841,0.0375467475945568,0.010524182500336265,-0.006892677251123348
1403636581.103555328,0.00023750759262477356,-0.1840052045402878,-0.07240220335402192,0.9991914449558117,0.03821594561935068,0.010604647552833746,-0.006598429950853588
1403636581.108555520,0.00024171120469178298,-0.18700627637378409,-0.07357110561815006,0.9991655679739102,0.038919373022345695,0.010702438045248952,-0.006237627658654414
1403636581.113555456,0.00024337236495883957,-0.1899907272004251,-0.07472431666425283,0.9991375755717046,0.03966000858755619,0.010824995729385334,-0.005831660740347881
1403636581.118555648,0.0002442174662367902,-0.19295207817900262,-0.07586311977170279,0.9991078166983566,0.04042717864008006,0.010952866700442487,-0.005408192904130118
1403636581.123555328,0.0002435079450866448,-0.19588634088276957,-0.07699304859107059,0.999076950457419,0.04120620922539118,0.011069215523955123,-0.004976731222546178
1403636581.128555520,0.00024384707982513104,-0.19879048402960153,-0.07811659749715272,0.9990449398117187,0.041996111482995056,0.011171761510998524,-0.00455264776236907
1403636581.133555456,0.0002456459624697871,-0.20166349897099156,-0.0792385940522431,0.9990122131866489,0.042787227164356456,0.011254465230239652,-0.004145854300392184
1403636581.138555648,0.00025348983233604294,-0.2045039900928376,-0.08036195735233687,0.9989787022930854,0.04358121751782325,0.011315824631509597,-0.003765893970454453
1403636581.143555328,0.00026841868696764887,-0.2073093916412183,-0.08148744640953431,0.9989444511659725,0.04437630633605057,0.011356374327809449,-0.003429239392204891
1403636581.148555520,0.0002950844304076966,-0.2100765859512863,-0.08261638260617055,0.9989097154333748,0.04516576146605078,0.011379370443999837,-0.003153463541043976
1403636581.153555456,0.0003337907653598038,-0.21280702583717015,-0.08374718407449233,0.9988744035919146,0.04595317847542695,0.011383162818941694,-0.0029419111373494493
1403636581.158555392,0.00038565415386317137,-0.21549708550371038,-0.0848792271070673,0.9988390513976015,0.04672848627131342,0.0113670117644451,-0.0027908811293113314
1403636581.163555328,0.0004485081444188313,-0.21815029780040884,-0.08600768368708867,0.9988034097966911,0.04749766638504823,0.011337634057330792,-0.002679238783693495
1403636581.168555520,0.0005227706066243606,-0.22076908756839364,-0.08713131926198603,0.9987670569473652,0.048269309344064516,0.011303829779302665,-0.0025813106100858437
1403636581.173555712,0.0006058511572244255,-0.2233530309199243,-0.08824691376926896,0.9987296224277974,0.0490487776208066,0.011278339290939132,-0.0024814838247486436
1403636581.178555392,0.0006975727198212586,-0.22590314458587946,-0.08935371204760134,0.9986909993724613,0.04983685472079542,0.011267095885177159,-0.0023723899947597432
1403636581.183555584,0.0009172010021390939,-0.22858405034290796,-0.09017040184255887,0.9986509342055488,0.05063699080144055,0.011276189673841697,-0.0022481813536231656
1403636581.188555520,0.0010311549215584886,-0.2310856403144519,-0.09122270585211645,0.9986097513924916,0.051442030878809185,0.011308649763857037,-0.0020967411398917298
1403636581.193555712,0.0011454915383711031,-0.23355384122247713,-0.09226009415452197,0.9985675856339132,0.05224752107753501,0.01137294214982898,-0.001905163868532811
1403636581.198555392,0.001257487180935865,-0.23599241603242027,-0.09328167489036066,0.9985247101249464,0.05304930318272446,0.011464058413718448,-0.0016583324174603742
1403636581.203555584,0.001363646099467694,-0.23840245910035818,-0.09428735384491027,0.9984802857163169,0.053863556736459386,0.011575293467430914,-0.0013597325852868318
1403636581.208555520,0.0014638807259314546,-0.2407871985180321,-0.09528002726581786,0.998433815938839,0.0547004655963597,0.011693874939566085,-0.0010136775856794899
1403636581.213555456,0.0015549465689856795,-0.24314804565297976,-0.09626177762222277,0.9983850830504293,0.05556406732695643,0.011809834947162035,-0.0006230272810484463
1403636581.218555392,0.001639171063469412,-0.24548445704312138,-0.09723623694501526,0.9983331415021854,0.0564710072928667,0.011913172120107784,-0.00020060843366164735
1403636581.223555584,0.0017168754895490052,-0.24779205430142293,-0.09820607820732175,0.9982784654240527,0.0574125963434568,0.01199367166193821,0.00022603488050128607
1403636581.228555520,0.001795296074092921,-0.2500625644205188,-0.09917467291033422,0.998222682308608,0.05835874724310756,0.012055790964129898,0.0006253391492950184
1403636581.233555456,0.0018742125216220998,-0.2522910771977298,-0.10014264359288916,0.9981670138686792,0.05928939899893213,0.012099713501226739,0.0009881922981061387
1403636581.238555392,0.0020040523130785137,-0.2545184810954457,-0.10101924164331422,0.9981123457607208,0.06019199020180023,0.012122339541100757,0.0013108926834811546
1403636581.243555584,0.0020974850516552665,-0.2566571229972825,-0.10197229221944948,0.998059294094356,0.06105941775697672,0.012119838353812251,0.001581927094388378
1403636581.248555520,0.002192865839477122,-0.25874300898175284,-0.10292844936887668,0.9980075750766181,0.06189932972665009,0.012088491308885896,0.0017948389776094686
1403636581.253555456,0.0022895185006459318,-0.2607765082243958,-0.10388630739263505,0.9979564243917642,0.06272712042919278,0.012020918858637764,0.0019444504778051842
1403636581.258555392,0.0023890595190803124,-0.26275802617890975,-0.10484536373600761,0.9979052856310803,0.06355090646436029,0.011925397161157925,0.00202684475444905
1403636581.263555584,0.002489937841785854,-0.26468493174726593,-0.10580176648692863,0.9978537353732847,0.06437555579031144,0.011810720449847323,0.0020536554548322467
1403636581.268555520,0.0025936063458716005,-0.2665534470030517,-0.10675033230094488,0.9978016783427789,0.06520048445183861,0.011686664178708561,0.0020320934903445657
1403636581.273555456,0.0027017526042461062,-0.2683601717042392,-0.10768927289607078,0.9977498411667306,0.0660115078569731,0.011569506537770446,0.001970228586934546
1403636581.278555392,0.002812786578132241,-0.27009910317572805,-0.10861268568468496,0.9976990469228674,0.06679416652003946,0.01147328483412735,0.0018747861770365348
1403636581.283555584,0.0029640202307086166,-0.2717959937071288,-0.1094548940984783,0.9976484327509914,0.0675594002069266,0.011413135607646896,0.001752828791654204
1403636581.288555264,0.0030864207682411438,-0.2734028121053411,-0.11032576220013723,0.9975979273512192,0.06830778588946033,0.011391664847981597,0.0016284051776746088
1403636581.293555456,0.0032071784431843553,-0.2749416867052794,-0.11117292526069633,0.997546784575528,0.06905054058753847,0.011407179808284873,0.0015204198158898776
1403636581.298555648,0.003321922299634829,-0.2764085466156787,-0.11199740893479504,0.9974947795305622,0.06979338705076517,0.011444759173979469,0.0014371571616041813
1403636581.303555584,0.003427006610957725,-0.27780312064190316,-0.11279365076155834,0.9974430486568672,0.07052112647898649,0.011499046219434539,0.001381065629339366
1403636581.308555520,0.0035197237513735005,-0.2791281812915902,-0.11356345458098982,0.9973914809198732,0.07123723800854985,0.011560414971704791,0.001358865356808737
1403636581.313555456,0.0035967512936085494,-0.2803817897032901,-0.11430583466887612,0.9973404958401332,0.07193876465703523,0.011613257747928984,0.0013717658171006292
1403636581.318555648,0.0036608967584046137,-0.28156687164892746,-0.11502137165836857,0.9972904409777413,0.07262157445155593,0.011656356435201132,0.0014186660124614954
1403636581.323555584,0.003712813960709896,-0.28268039910486253,-0.115706442152681,0.9972417660467995,0.07327955434073,0.011693743434685544,0.0014910841586745752
1403636581.328555520,0.003760378600028029,-0.2837219950858023,-0.11636179704956184,0.9971958231754636,0.07389536172233796,0.01172565915514523,0.0015731098853139453
1403636581.333555456,0.0038500784484249984,-0.2847033780114976,-0.1169197844433274,0.9971518625226786,0.07447894067562649,0.011761548286019163,0.001648164222828694
1403636581.338555648,0.003905262856906351,-0.2855943467428048,-0.11749550541742337,0.9971104831814955,0.07502222512244944,0.011808596710094488,0.0017050252137843652
1403636581.343555328,0.003963375040053216,-0.28640528061978743,-0.11803556986600228,0.9970717732763369,0.07552593118715892,0.011861650708634097,0.0017360577065829712
1403636581.348555520,0.004024914498511507,-0.287134936484301,-0.11854264199519449,0.9970354950499705,0.07599366102020869,0.011923877343217315,0.0017338524475011851
1403636581.353555456,0.004093158349350416,-0.2877778437693679,-0.11901335705204996,0.9970018705797206,0.076423000749576,0.01199771233711111,0.0016881693172675779
1403636581.358555648,0.004171447663025352,-0.28833284878464727,-0.1194480082847722,0.996971138988339,0.07680930058680838,0.01209671379080024,0.0015965221960427538
1403636581.363555328,0.00426398075106843,-0.28879806264042784,-0.11984351275915284,0.9969437241626591,0.07714527103959451,0.012234155227781707,0.001464054226381208
1403636581.368555520,0.004369755371003599,-0.28917285084638134,-0.12019955565943263,0.9969194852839884,0.07743269652064295,0.01241144440858799,0.0012936067184272076
1403636581.373555456,0.004488346297079705,-0.2894582961387786,-0.12051674938225077,0.9968981032224478,0.07767649084927408,0.012622988133231039,0.0010930377014279954
1403636581.378555648,0.0046168878784849585,-0.2896543321534333,-0.12079761576774839,0.9968791326961385,0.0778841733675242,0.012857469889268613,0.0008577889593075317
1403636581.383555328,0.004751478388851704,-0.289762508852778,-0.1210433438704639,0.9968627088273275,0.07805566644211492,0.013103553875156382,0.000591237314278827
1403636581.388555520,0.004943841599271755,-0.2897900415212873,-0.12118052199061147,0.9968482640373756,0.07819921541198922,0.013353711199958096,0.0003155816967930031
